TOURNAMENT,PLAYER,COMMENTARY 
2026,Medvedev,"on playing in Madrid specifically: ""When I'm in the zone, I probably prefer a tiny bit not exactly slower clay courts but not altitude. When I was playing unreal in Rome or Roland Garros, I could play better than here. But here if you serve well you have your chances. I do know that if I manage to play well here in Madrid on this surface with this altitude, I could maybe do something."""
2026,Khachanov,". Madrid is at high altitude, so the clay is faster and the bounce is higher"
2026,Vallejo,"on the conditions in Madrid: ""The conditions in Madrid suit me well, there is a little bit of altitude and the ball bounces higher. I am a player who makes the ball bounce quite a lot, and against a player like him that works in my favour, because I can make it feel like we are playing on clay. I am feeling very good and I hope to continue like this."""
2026,Aliassime,"on what game style works best in Madrid: ""If you serve well it's very effective. You have to play with topspin. If you play flat it might fly on you a little bit. All players that serve well have a better chance of going deep and doing some damage. I need to take care of that part of my game and if I do, then I can put pressure on some return games and have fun with that."" On committing fully to every shot in the altitude: ""It feels like on other conditions, sometimes you kind of hit half a shot, so to speak, like you don't fully finish the shot, and the ball was still going to court. Here it's very important to once you have your feet set up to really go through every shot and finish every shot and then recover for the next one. It's true on every surface and every condition, but I think even more so here."""
2026,Sinner,"MADRID: ""The court is a bit slippery,"" said Sinner. ""It is harder to move on it. The ball flies a bit faster. The speed of the game depends on the position of the sun. I practiced on the first day, it was evening, so everything is a bit different. When someone serves very well, it is not easy to return. Yes, this is a very unique court. It is very different from Rome and Paris. I think this is a separate tournament on clay courts."""
2026,Lehecka,"on the conditions in Madrid: ""The way I feel here is that normally with the way the ball bounces in the altitude, the thing that's under the clay is solid concrete. So whenever whoever plays a good kick serve, you are on the fence actually. The conditions here are more like if you are playing on a hardcourt because you can hold your serve in a much easier way. If you put a good serve, it's a good serve done. And on the return, a good return pays off. If you really go for it, you can play a little bit more from the baseline."""
2026,Shelton,"MADRID: ""With the altitude, it’s tougher to control the ball and it plays even faster than Munich,"" said Shelton. ""Some parts of my game can be really effective here and difficult to deal with."""
2026,Fils,"on Madrid: ""I have never played well here. I have not won a match here yet, but I think this year it will happen. I just have a few adjustments to find and it will work out. I come with a very positive mindset and we will see what happens."" On the conditions: ""The ball flies more at altitude, it escapes a little more and sometimes you miss shots that you are not used to missing. Either you decide to increase the tension of your racket, or you find another way to put the ball in the court. The goal is to control the ball."""
2026,Hurkacz,"MADRID: ""The Madrid surface? I think it helps my game, it's a bit faster and it certainly helps my serve too,"" said Hurkacz."
2026,Sinner,"MADRID: ""I have never played very well here,"" said Sinner. ""It's very particular, you play at altitude. It can be windy, it's very hard to play. It's one of the most difficult challenges for me."""
2025,F Cerundolo,"""Here it’s super fast and really suits the big servers, but I’ve beaten some good guys."""
2025,Khachanov,"on the surface differences in Madrid: ""Yes. Slippery. Although, by the way, I wouldn’t say so. On the third court, the clay itself is wetter, but at the same time, for example, today I felt a couple of times that when I was returning, I was slipping a little and it was harder to start, even on these courts. But, of course, there are differences."""
2025,Tsitsipas,"on the Madrid court: ""The court was unplayable today, it felt like an ice rink when I tried to slide. I had never felt something like this on a clay court. It is a different kind of clay from what is usually used, and I have a lot of experience on this surface, so it is frustrating to play like this."""
2025,Fonseca,I love playing on clay as it’s the surface I grew up playing. Since we’re playing at altitude I wanted to focus on my serve and play aggressive.
2025,Bublik,“The conditions definitely help here. Madrid is way faster than the other clay court Masters 1000’s. We basically play indoors which makes it faster. I have no disrespect toward clay but sometimes when you play outdoor it’s a bit rough and rusty. Playing indoors on clay is much more consistent and it’s amazing.”
2024,Fritz,"""It bounces very high here, so it's great for me forehand,"""
2024,Khachanov,I held my serve until the end which is especially important here in Madrid as conditions are quicker and it’s tougher to return
2024,Hurkacz,"The conditions here in Madrid are usually quite fast, as there is a bit of altitude and the balls fly very fast through the air, but as people can see, it's been a little cold the last few days. So the balls aren't as fast as they usually are, which means maybe we're not hitting as fast. I have room to hit the ball a little better."""
2024,Medvedev,"on Madrid: ""It is not easy for me to play in Madrid because it is a very peculiar clay court, being faster and even a bit similar to hard courts. If I play on clay, I prefer typical conditions of that surface to make the required changes in my game. In the third set today I played with the confidence that I had in Rome last year, dominating the game."""
2024,Ruud,On Madrid: “There’s a bit of altitude so it flies off the racquet a bit more. It takes some adjusting to.”
2024,Alcaraz,"on Madrid: “The altitude is good for me. I’ve played in Madrid since I was little and I’m very comfortable. The altitude benefits my game and the energy of the fans really spurs me on."" On playing Seyboth Wild: ""He’s a very good player, with a lot of shots. Today he beat Musetti and he’s on a roll. I’ve seen him several times and I think his level is very high."""
2024,Sinner,"""Here in Madrid the conditions are somewhat different compared to other tournaments, because we play with altitude, the ball flies and is quite fast,"
2023,Baez,"MADRID: “It is an altitude very similar to Chile,"" said Baez. ""It can be a little drier. It is a good surface and good conditions to play. I see the altitude as what it is, I can't control it and you have to learn to play in these conditions."""
2023,Fokina,"on the conditions in Madrid: ""I played on the center court yet this year, but I remember from previous years that the center court was a little slower. However, they are now telling me that they are the same as the outside ones, so I don't know exactly."""
2023,Medvedev,"on Madrid: ""I was able to just come out of tennis a little bit and then continue my preparation for Madrid. It’s not always easy to play here because of the altitude. I’m trying to adapt and prepare my next match. It’s time to fix some small things, make small adjustments and try to play better. Because of the altitude, maybe I can play better in Madrid than in other clay court tournaments. On clay, the toughest thing for me is the movement. I like to move on hard courts and run in front of the ball in long rallies, but on clay that’s not the case. I’m still trying to learn to slide right because I lose five seconds after every shot. But every year is a new opportunity, this year is another one and I’m gonna try to just play my best. Even on clay when I play well I feel capable of beating great guys, playing good tennis and going far in tournaments, like in Monte-Carlo this year."""
2023,Molcan,"""It’s fast here, the balls are fast in the altitude"
2023,Tsitsipas,"on the conditions in Madrid: ”Of course, here we’re dealing with a little bit of altitude, which is a different scenario than Barcelona. I’m getting adjusted to that. It’s something that I’ve done pretty well in the past few years. I like the altitude, I think it’s good for my game. I see that as a small advantage.”"
2023,Rincon,". In Madrid the conditions are always difficult. With the altitude, the ball bounces high"
,,
INTERNAZIONALI BNL D’ITALIA,Sinner,"on the final conditions vs Ruud: ""The final was difficult, with the schedule and so much sun and shade. For an hour it wasn't easy. And the wind was changing, it was hard to play good tennis. I felt pressure before the match, the most normal thing there is. I knew what I was playing for. I tried to stay calm, even if I didn't start too well. After about half an hour I felt better — at the beginning I struggled to get into it. The day was important for Italian tennis, starting with the doubles."""
2026,Sinner,"""It was very tough conditions with the wind, and Andrey is a very dangerous player when he plays at his highest level. I don’t think either of us played our best tennis today because the conditions were difficult,"
2026,Medvedev,I think I played very well. I like the conditions here on the center court: the ball bounces a little higher and travels a little slower
2026,Medvedev,"""I like the court because in Rome every court feels a little bit different, and the center court is not too fast and not too slow. It’s kind of medium speed, and I really like it. If I’m not wrong, I still haven’t lost on center court. I lost on the grandstand, but from the quarterfinals onward we only play on center court, so I’m happy. I’ll try to play my best tennis there."""
2026,Zverev,"after losing to Darderi: ""I think this is the worst court I ever played [BNP Paribas Arena]. Junior, Futures, professional or practice. I've never played on a court which where the court quality is that bad. I mean I have match point and the ball jumps over my head and I have break point, the ball rolls like that."""
2026,Sinner,"On the conditions: ""It was tricky conditions. In the beginning the wind made it not easy, even if it calmed down a bit later. I’m happy with how I’m trying to handle these situations because the stages are getting bigger and bigger. Tomorrow it’s important for me to rest and hopefully be ready for the quarters."""
2026,Ruud,"on the conditions: ""It was very windy, and against the wind on clay it’s tough because if you rally too much it becomes difficult to hold your ground. I tried to make the points shorter on that side, served really well, and didn’t let Lorenzo into the points too much. With the wind behind my back, I tried to play as heavy as I could and use it to my advantage. The sun and shade changing all the time also made it tricky, but I’m really happy with the performance."""
2026,Sinner,"on Rome versus Madrid conditions: ""You can control a little bit more the rallies because they are going to be always a little bit more rallying when the conditions are slower and a bit heavier. In Madrid, if someone serves very well it gives you a huge impact in a very good way. Here it's definitely different."""
2026,Rublev,"""It was super tough to even play tennis with the wind — the ball was moving all the time."
2026,Khachanov,"""Here every year it's kind of very heavy, especially on a day like today which was also raining, cloudy, the humidity you could feel it in the air. It's much more difficult to just get advantage with a serve and then with a shot. You cannot just make one easy winner from the baseline and rip the ball. Either you take a lot of risk so the margin of error is much more, or you build the point much more."""
2026,Humbert,"These are conditions that are very hard for me. The balls stay very heavy all the time, it's cold, it doesn't move very fast."
2026,Humbert,"the conditions were really different, it wasn't fast at all, it was cold, quite humid,"
2026,Zverev,"Here in Rome, and I think also in a place like Madrid, the centre court feels really very, very different because you can move back as much as you want, whereas on the other courts you cannot. The return position is the most important thing that changes."""
2026,Bellucci,"on the conditions: ""The playing conditions are nice, you can play well. The only thing is the back of the court is white and in the first few games it reflected a bit. Especially when my opponent lifted the ball a bit higher I struggled a little. But this was also because at the start there weren't that many people in the back part of the court. Anyway, the conditions weren't slow and that helped me a bit, as did my serve."""
2026,Rublev,"""The courts here have always been like this. It happens on any ordinary bounce, it's always the same, the courts are as bad as you can imagine. It has always been this way; the surprising thing would be to be surprised by this when we arrive here. I don't know if at some point the bounces were good and then became bad... but if they have always been this bad, I don't really understand the point of the question."" On the comparison with Roland Garros: ""These courts have no similarity to the ones in Paris. I have been playing in Paris for many years and there everything is more slippery, there isn't much sand, especially on the outside courts. Things have changed there too; since the pandemic they are not the same, it's as if there is no longer any clay, as if you were playing on a hard surface. On the smaller courts there is almost no sand. We'll see how they are this year, but in the last 2-3 years there was no clay at all."""
2026,Fonseca,"ROME: ""The surface is the same, but the conditions are completely different: first you play in Monte Carlo, at sea level, where the ball bounces quite high and travels a little faster,"" said Fonseca. ""Munich and Madrid are at altitude, and now we return to a slower clay where you can hit faster and the ball doesn't go out of control. It's more like where I usually play."""
2026,Medvedev,"on the courts in Rome: ""Usually I quite like the courts in Rome. What I really did not like — and as far as I know nobody liked it — was the second most important court, the Grandstand, because it had a different surface. It was similar to Madrid, while the other courts were looser with more clay. The problem was not with the court itself, it was fine, but the fact that it was different, and nobody could figure it out. But they have now demolished it, or rather moved it. I have not played on it yet, but apparently everyone is saying that it has finally all become more or less consistent. So wherever they put me — we will get to work."""
2026,Ruud,"ROME: ""You can tell that the conditions are very slow because we are coming from playing in Madrid, where everything is faster,"" said Ruud. ""It is crucial for me to be sharp with my forehand and to train well these days to gain confidence. The key is to stay healthy for the upcoming weeks."""
2026,Fonseca,"on the difference between Monte Carlo, Madrid and Rome: “It’s the same surface, but the conditions are different. Monte Carlo is at sea level, Madrid has more altitude, and now we are in slower conditions where you can do more with the ball, conditions in which I was raised. I’m feeling good in the first training sessions and I hope to do well.” On defeat to Jodar in Madrid: ""I think I felt bad after Madrid, but I had good training sessions."" On improvements: “I always think I can do better, of course there are things I can improve. The mental and technical aspects are what I have the most room to develop, especially the mental side. I had some good matches, I can't complain. I learned a lot and that's very important, it's important to keep evolving and I'm focused on that.”"
2026,Khachanov,"Here the conditions are different, you still have to get used to it. After the altitude it feels like the balls here are heavier, they don't fly and all that. So you need time to adapt."""
2026,Musetti,"""We'll see if the conditions differ depending on the court. It's slower than Madrid, where the altitude speeds everything up, and more similar to Monte Carlo, at sea level. I don't see many differences compared to other seasons."""
2026,Thiem,"on the Madrid-to-Rome transition: ""The transition from Madrid to Rome is really, really difficult. Madrid is high altitude, super fast court, and Rome is a bit slower, not high altitude anymore, so it is quite different. That's why I think if somebody is playing super well in Madrid, that doesn't mean that they will also continue playing super well in Rome."""
2025,Musetti,"the conditions were very slow. It was my first time playing at night here, so very different from the previous matches."
2025,Zverev,"""Balls were a joke today. Generally speaking this is a subject we've had over the last three, four years now. Players are talking about it all the time. They say we play with the same ball in Monaco, Madrid, Munich. Then we come here and the ball is totally different. The ball is very, very big. It's very difficult to hit winners here. It's just how it is these days. Of course, for me, for my game style, today was not easy because at the end of the day I'm still somebody that tries to play aggressive. I'm still somebody that tries to serve very fast. That's how it is. It's difficult to get free points today."""
2025,Musetti,"With the humidity of the court at night, it made for heavy conditions so the ball didn’t bounce as high as normal. That was definitely an advantage, especially in the last game.”"
2025,Zverev,"“The balls are much slower this year. They say it’s the same ball, but there’s no way—it feels totally different. I’m stringing my racket three kilos lower than in the rest of the clay season.”"
2025,Medvedev,"The courts are slow. Especially after Madrid, it feels slow. It’s a good clay, but when you slide on it, you dig holes. I feel good on slow clay, fast clay — feel good here. I’m tough to hit winners against."""
2025,Ruud,"ROME: “The conditions here are significantly slower than in Madrid; I think all players would tell you the same,"" said Ruud. ""Even though we say this is standard clay, Madrid’s surface is more unusual.”"
2025,Griekspoor,"ROME: ""It’s slow conditions here, especially coming from Madrid,"" said Griekspoor. ""But the sun came out and that helped. I felt like the Centre Court is maybe a little faster than the other courts."""
2025,Griekspoor,"on Rome: ""It’s quite a slow court so I was surprised to see 16 aces on the board, but I’m really happy with my serve today. I wasn't happy with the rain at the start as it makes it a lot slower, but then the sun came,"" said Griekspoor."
2024,Hurkacz,"said of the conditions and of his form after beating Etcheverry, “Especially here on Pietrangelli it is quite slow. There is more clay I think than on other courts so you have to be quite patient. It is hard to be aggressive after only one shot, you have to combine shots. I think this is the most confident I have felt about my game on clay. Tomas is a great player, it gives me confidence to get through this one.”"
,,
HAMBURG OPEN,Shelton,"HAMBURG: ""It was definitely slow under the roof and the ball was staying low, but I think it’s a great place for me to keep developing my clay-court tennis,"" said Shelton."
2025,Rublev,"on the heavy conditions with the roof closed: ""Of course the conditions were different — heavier ball, heavier court. But it’s the same for everyone. When you come to Germany, you know this can happen: sun, rain, sun, rain — all day like this."" On reaching the semifinals in Hamburg again: ""I’m happy to be back in the semifinals in Hamburg. It’s what I needed. I missed this type of match — the ones where I suffer but somehow win in the end. They give me a lot of confidence."""
2025,Fokina,"On Hamburg: ""It's slower here, always raining. It's much slower than Rome."""
2025,F. Cerundolo,"HAMBURG: ""It’s a bit slower here than other tournaments, but I like slower conditions,"" said F. Cerundolo. ""I actually like both types. I played my whole life in Buenos Aires where it’s super slow, so it’s nothing new for me. But I also played well in Madrid, where it’s super fast."""
2025,Darderi,"HAMBURG: ""I think it’s slower this year because of the cooler weather,"" said Darderi. ""Maybe I need to improve my serve and attack more because the court is slower."""
,,
GONET GENEVA OPEN,Ruud,"GENEVA: ""The balls aren't the same, and there's a bit of altitude here,"" Ruud said said of the conditions compared to Rome."
2026,Michelsen,"GENEVA: ""The courts are playing pretty quickly,"" said Alex Michelsen. ""The altitude helps, there’s not a ton of clay on the court, and with the new balls they’re really moving."""
2025,Norrie,"The conditions were really heavy. It’s been beautiful weather everyday in Geneva so it was very different today and not easy to play in conditions like this. Thanks to everyone who stayed, the atmosphere was very decent."
2025,Arnaldi,"after beating Gaston in Geneva: ""I'm super happy to win. It was difficult conditions — the ball was bouncing a lot. I stepped up and pushed through. He's a very good player, so it was tough. I never played here before, so it was tough at the start. Like I said, the ball was bouncing a lot, so I had to adjust."""
,,
ROLAND-GARROS,Vacherot,"FRENCH OPEN: ""The heat is changing the conditions of the tournament enormously,"" said Vacherot. ""We have never had a Roland Garros this hot in May. On court 14 the conditions were especially fast: the ball was moving a lot, bouncing very high, and on top of that the balls are quite hard. Clearly there are players who benefit much more than others from these conditions."""
2026,Vacherot,"on his foot after beating Faurel: ""It's okay. It's not perfect, but it's not terrible either. I just need to be careful."" On the heat changing conditions: ""The heat changes the playing conditions more than the physical aspect. It's never been this hot at Roland Garros. The conditions on Court 14 were really rough. The game is pretty fast on the angles, the ball bounces a lot. It's definitely going to suit some players better than others."""
2026,Tommy paul,"on faster conditions suiting Americans: ""I think they're right, most Americans like slightly faster conditions. Anytime I can improve my timing, it helps me."" On his relationship with clay: ""I like to say that I enjoy playing on all surfaces. Right now, I'm getting good results everywhere. I'm very comfortable on all surfaces. I think my relationship with clay is fantastic. This year has been a little stranger than others, but I've been getting good results in the 250s and 500s. I played well in the Masters 1000s, and here at Roland Garros."""
2026,Rinderknech,"on the court conditions: ""The organizers water the court so much in the evening, in anticipation of the heat the next day, that I actually found it quite muddy. The entire beginning of the match was quite heavy and damp. The balls were covered in dirt, wet. If they didn't water it so much, it would be like a beach all day long."" On the heat being unusual for Paris: ""We're not used to this kind of heat in Paris, at Roland Garros. We play in similar conditions all year round. Between Madrid, Rome, and Monaco, it's never really hot. It can be pleasant, but it never goes above 30 degrees. This is the best of five sets, so it makes a big difference."""
2026,De Minaur,"On the hot conditions: ""It's great. We're not really used to seeing the sun come out, especially at this time of year. It's going to be very hot for the whole first week, so it definitely changes the conditions and the style of play. Everything is much faster, more dynamic."""
2026,Lehecka,"ahead of of Roland Garros: ""The conditions are a little different every year. At the start they were slower, now they are starting to speed up. But it is still clay tennis. The principle stays the same, whether it is hot or cold. The rallies are longer and slower. It is also a lot about physical readiness. I am well prepared, I like playing in the heat."""
2026,Medvedev,"FRENCH OPEN: ""Roland Garros has also changed over time,"" said Medvedev. ""When I was just starting out, the courts in Paris were exactly like in Madrid — it was concrete you could slide on, and I really enjoyed it because there's no altitude and the ball bounces lower. I enjoyed playing there, even though I was losing in the first rounds. I'm not saying this because I was winning at Roland Garros, I just liked playing on that clay. And probably over the last three or four years it has completely changed — there is a lot of clay now, especially on the center court. It is as loose as possible, a lot of clay, and they switched the balls to Wilson — the heaviest balls in the world. The game has completely changed. But still, those who know how to play on clay are the ones showing good results — it's not like the match winners have completely changed. But the game has changed, and so right now there is probably no tournament that is closest to Roland Garros, because everywhere else they use Dunlop, which flies — fast balls. There it's Wilson, so it's a completely different game. But if we're talking about the clay itself, then probably Rome is the closest."""
2025,Shapovalov,these balls (Wilson) are better
2024,Djokovic,"FRENCH OPEN: ""The weather conditions we have had this year are quite unusual,"" said Djokovic. ""There was a lot of rain, very wet, muddy, really heavy conditions that affected the court, the humidity and everything else, and that affected the surface which is a living surface, like grass. But you can't do much on grass. The hard court is as it is. But the clay is a surface on which we can intervene in some way with a little work and care of the land. When it comes to the quality of clay courts, Roland Garros is by far the best in the world, there's no doubt about it. I have known the course maintenance workers for many years and have an excellent relationship with them; Today, when I was warming up on center court a few hours before my match, I talked to one of them about sweeping the courts every two or three court changes instead of waiting for the end of the set."""
2024,Musetti,"FRENCH OPEN: ""Yes, quite fast, especially with new balls, Roland Garros has always been like that,"" said Musetti. ""I have been lucky enough to play on the Chatrier several times. Apart from Alcaraz last year, both with Nole and Tsitsipas I perhaps played my best tennis there for a while. I like the courts with lots of space, there is more space to defend and counterattack, which is in my repertoire. But it also went well today in a narrower court (C12). However, I have to concentrate on what I have to do, not on the size of the court."""
,,"FRENCH OPEN: Q: Are the playing conditions similar in Rome to Roland Garros? SVITOLINA: ""No, they are actually very different. In Rome the ground is a little slow and you can tell there is a lot of it [clay] on the court, but at Roland Garros there is little of it [clay] and it is faster. So no, the conditions are very different."""
2023,Djere,"on the Wilson balls: ""When I trained outside of Roland Garros, where the ball flies, but here it doesn’t. I don’t think I’m badly prepared physically, but after two and a half hours, hitting every ball at 200 per cent, it goes backwards.”"
2023,Paire,"during his loss to Norrie: ""The balls are really bad. It's balls of shit. Look at the color of the thing, the size of the thing."" After the match: ""You play with balls that get bigger after two seconds. The new balls don’t even last a game. The balls are rubbish. That’s not the reason why I didn’t win but you can’t play tennis, though, with that type of ball. You can’t attack. You can’t move ahead. It’s impossible to serve an ace. It’s another style of tennis, which is different. It requires physical qualities. It’s a question of who can keep the ball in the court for the longest. You have to hit every ball really hard because it’s not moving. It’s terrible. It’s Roland Garros, one of the greatest tournaments in the world, and we’re playing with these silly balls."""
2021,Medvedev,"FRENCH OPEN: ""Clay in Roland Garros feels great this year,"" said Medvedev. ""Especially Wilson balls. Said it from the beginning. To beat me, now guys have to play well."""
2021,Garin,"FRENCH OPEN: ""Here at Roland Garros it depends a lot on the weather, with sun it is very fast and when it is cloudy it is super slow,"" said Garin. ""I like it cloudy and the conditions are more like normal clay courts."""
,,
LIBEMA OPEN               2025,Shelton,on the conditions: “It was much hotter today. Sorry guys there weren’t very many rallies. I apologize. The ball was coming in really fast as I’m sure you saw. It was a hazard for the ball kids. I didn’t make that many returns but I hit a few in the big moments. This court is playing fast. I think in these conditions I’ll be tough to beat. I’m just happy to get some momentum here in Stuttgart.”
2023,Hurkacz,"STUTTGART: ""The court here is very fast,"" said Hurkacz."
2022,Murray,"STUTTGART: ""It’s quite quick compared to some of the courts we play, but I like it,"" said Murray."
2021,Cilic,"STUTTGART: ""The bounce here is a bit lower than Wimbledon and the surface is a bit quicker,"" said Cilic."
,,
TERRA WORTMANN OPEN,Zverev,"on playing on grass: ""There is a misconception about tennis on grass. People think it's all about aggressive play, but that's not the main thing. The defining factor on grass is the ability to move quickly and nimbly across the surface. And for me, at two meters tall and 95 kg, that's difficult. I played incredibly well on grass in 2024. I said at the time that I felt better than ever. And what happened? I slipped and broke a bone in my knee. These are things that can only happen on grass."" On the surface speed: ""I can play great on fast surfaces. I won Paris-Bercy two years ago. That was probably the fastest hard court in the last ten years. I won Cincinnati, which is one of the fastest hard court tournaments in the world. I won the Olympics, and the surface was very fast there too. The speed of the surface suits me. The problem is movement. That is my only problem, and I need to learn to solve it."""
2021,2025,"HALLE: ""This feels nice, it’s a bit slower here [compared to Stuttgart], a bit more comfortable. On grass you need practice, you need hours."""
,Federer,"HALLE: ""The court is so fast here, all of a sudden you can be in trouble,"" said Federer."
HSBC CHAMPIONSHIPS,,
VANDA PHARMACEUTICALS MALLORCA CHAMPIONSHIPS,Djokovic,"on the conditions: ""As I understand it, the weather next week will be somewhat more stable when the tournament starts, but yes, this week has been one of the hottest that I can remember in my over 20 years playing at Wimbledon. This will have an effect because grass is a living surface, any change in temperature or weather conditions affects how it responds. When it is very hot, the grass and soil soften, affecting the bounce, which can be lower. The surface can become faster, but the balls also react differently. When it is very hot and humid, they become bigger and softer, slowing down the game. It's an interesting situation because the ball's response and that of the surface are different. As for slips, the grass is always slippery. Fortunately, this week I played an exhibition match and several training sets, and I haven't fallen or slipped yet, I don't know if that's a good sign or if it means something is coming. You always have to be more careful than on other surfaces; I still slide on grass, but I have to adjust my support and steps more to move effectively."""
2026,Fokina,"on the conditions in Mallorca: ""As the match goes on, the balls get bigger and it becomes a little easier to return big serves. I knew it was going to be hot. Summer in Spain is always very hot, so I expected a tough battle."" On grass-court tennis: ""It's still grass, so you have to be ready and react very quickly to those serves."""
2026,Kopriva,"MALLORCA: ""The conditions are pretty specific,"" said Kopriva. ""The grass is bouncing a little higher and with the heat you want to keep the rallies short. The grass helps with that. It's not like clay or hard courts where you have to survive through long rallies. The return is especially important here because of the conditions. You have to serve well and return well. That's even more important here than at some other tournaments."""
2026,Dimitrov,"on the conditions in Mallorca: ""I love the heat. The warmer, the better for me. I really enjoy the crowd and I enjoy playing at this time of day. Thank you to everyone who came out to watch in those conditions."""
2026,Struff,"MALLORCA: ""It was very hot today, but at least it was on grass, so the rallies weren't too long,"" Struff said after beating Landaluce. ""I actually prefer it this way rather than when it's too cold."""
2026,Borges,"MALLORCA: ""It's a little slower than some of the other grass courts I've played on this year, which is a good change,"" said Borges. ""I felt really good."""
2025,Tien,on the conditions and playing on grass: “It’s been really hot in Mallorca for sure. I thought it might be a bit cooler at night but the temperature didn’t really change and I had to deal with it. I think I settled in pretty quickly with the heat and it wasn’t too bad. It didn’t affect my game too much. I haven’t played too much on grass as it’s just my third tour level grass event. I’m slowly becoming more comfortable on the surface. I love it here in Mallorca and I’m looking forward to the next round.”
,,"MALLORCA: “It’s not a traditional grass court,” said Tennis TV’s Leif Shiras. “It plays more like a hard court. It’s definitely a lot lower bouncing and the condition is certainly not as pristine as Queen's or Wimbledon.”"
,,"MALLORCA: “It’s a more old-school grass court, where the balls bounces lower,” said Tennis TV’s Simon Reed."
2023,Mannarino,"MALLORCA: ""The playing conditions are really not good,"" said Mannarino. ""The surface is really very bad, to put it mildly, it's just about managing it by all the time. Suddenly, it is difficult to engage in strikes due to all the bad bounces."""
2022,Bonzi,"MALLORCA: “The grass is faster [than in Germany], and the bounce is also higher,"" said Bonzi."
2021,Medvedev,"after beating Ruud: ""It was a tricky match. The court is getting a little tough. Tricky bounces. Many games were like 'who's going to get the bounce on the important points?' I feel it was kind of a funny match because the level wasn't the highest but I'm really happy to be in the semis and looking forward to tomorrow. I don't think grass is his best surface but in the first set he was playing top level. I couldn't get a break point. As soon as he started to serve a little worse and made some unforced errors I tried to use that as fast as I could. It was important to win the first set before the tie-break. It gave me a boost of confidence and it was enough for the second set."""
,,
LEXUS EASTBOURNE OPEN,Fritz,"on the conditions: “It wasn’t the most fun match to play. I’ve been in Eastbourne so many years and I love this tournament. I’ve been very lucky in all these years to not play in very windy conditions. It’s tough to not play the tennis I love to play and have to scrap all around the court. Especially the first set and a half was crazy wind. But I’m obviously very happy with the wind.” After his win over Giron: “Anytime you know someone as well as I know him, it’s a very big equalizer and will make the match very close. We both know each other’s tendencies so well. I’ve probably practiced and spent more time on court with Giron than any other player on tour.”"
2024,Giron,"The conditions were a little tough, it was a little slick, I think both of us had a tough time moving,"
,,
"THE CHAMPIONSHIPS, WIMBLEDON",Lehecka,"on the conditions and the match: ""Today, however, the conditions were completely different. They were much easier for me and I think it showed, it was simpler for me to develop my game. The ball was bouncing a bit higher and I could attack more easily, but I reacted too late. Unfortunately the first two sets didn't go my way. When you play against a player like Sascha, who has so much confidence and who, in my opinion, is playing the best tennis of his career on grass, losing the first two sets is simply not enough if you want to win the match."""
2026,Mensik,"on the conditions: ""As it got darker I had the feeling that dew started to fall. The court became terribly slippery and we both slipped a couple of times. During a match so many factors come together — first sunshine, then you play in the shade, the wind blows, then the roof closes and it starts to get slippery. It is really demanding to adapt to all these changes instantly."""
,Fucsovics,"after beating Tien: ""It was a tough match. There were breaks of serve going both ways, and that's tennis. On a court like this the conditions are slow, so you can't rely too much on your serve. That's why it became such a physical match, and fortunately I was the stronger player."" On the match: ""At the start of the second set my opponent needed a medical timeout. I could see she was physically struggling, and I felt I had to put her under even more pressure and finish the set strongly."" On the first set: ""The first set lasted 70 minutes and I felt it slipped away from me. I had more chances, more break points, and I was leading in the tie-break. I felt I was playing well, serving well, hitting the ball well and moving well, so I knew I just had to keep going."""
,F.Cerundolo,"WIMBLEDON: ""Here (Wimbledon) the grass is a bit longer, there (Queen's) it's a bit shorter,"" said F. Cerundolo."
,Cobolli ,"WIMBLEDON: ""I think the grass at Wimbledon is very different from what it was at the warm-up tournaments,"" said Cobolli. ""The court here is noticeably slower, and I think that could work in my favor and help me show my best tennis. Last year I managed to perform well here, and now I hope to at least match that result, and maybe even surpass it. The transition to grass is never easy, but I feel like I'm adapting better to it every day."""
,Fonseca,"WIMBLEDON: ""It is true that the surfaces are different,"" said Fonseca. ""Halle is faster, Eastbourne a bit slower, and here the grass is slower. You have to adapt to each tournament, but I always look forward to Wimbledon."""
2025,Djokovic,"after beating De Minaur: ""It wasn’t a great start for me, he broke my serve three times in the first set. It was very windy and swirly conditions, and he was managing them better from the back of the court. There was a lot of cat and mouse, a lot of slices. He’s one of the quickest, and on the grass, where the ball doesn’t bounce, he can expose a lot of weaknesses. He’s really tough to play on this surface. I’m just happy I could hang in there. There were a lot of challenging moments for me. I didn’t feel the ball so well, but I was trying to mix it up and find my game, and then in the end I found my forehand."" On grabbing his stomach a couple of times: ""It was all good. I was just trying to manage the breathing."""
2025,Alcaraz,"WIMBLEDON: ""This year has been a bit different, different tennis at Wimbledon with a different feel,"" said Alcaraz. ""I see everything a bit slower, the balls slower, a different sensation."""
2025,De Minaur,"WIMBLEDON: ""I think it's the same as in previous years,"" said De Minaur. ""Three, four, five years, it has always been the same kind of speed. It's slower, but it's something we all know and are accustomed to. Yes, if I had to compare it to Queen's, Queen's is always much faster than Wimbledon. You have a lot more time to adjust. Yes, it's about finding ways to use it to your advantage."""
2025,Fritz,"on the pace of the courts at Wimbledon: ""I think the speed is pretty solid. One thing I've noticed this year, and I hadn't realized in previous years with all the tournaments I've played, is that it feels slower the more you play. It plays faster when it's newer. Last year, when I was in the quarterfinals, I felt it was very slow."""
