Pool,Rank,Player,Primary Archetype,Data Coverage,Badges,BigServer score,BigServerBaseliner score,AttackingBaseliner score,SolidBaseliner score,CounterPuncher score,SolidDefender score,AllCourt score,Pressure,MCP Charted,Chall Matches,Win %,Clay WR%,Hard WR%,Grass WR%
Challenger,,Juan Pablo Ficovich,Solid Baseliner / Big Server + Baseliner,challenger,,29,60,57,67,21,54,31,,,277,50.9,53,46,
Challenger,,Aleksandr Nedovyesov,Solid Baseliner / Counter Puncher,challenger,,30,31,57,68,60,58,36,,,106,50.9,51,51,0
Challenger,,Carlos Sanchez Jover,Counter Puncher / Solid Defender,challenger,,5,15,40,41,96,86,14,,,118,50.8,52,42,
Challenger,,Georgii Kravchenko,Counter Puncher / Attacking Baseliner,challenger,,17,26,64,54,70,60,29,,,63,50.8,50,53,
Challenger,,Andrey Kuznetsov,All-Court Player,challenger,,29,39,52,45,55,43,35,,,63,50.8,39,57,
Challenger,,Nikola Milojevic,Counter Puncher,challenger,,15,23,47,41,81,66,23,,,209,50.7,53,47,
Challenger,,Francesco Forti,Big Server / Attacking Baseliner,challenger,,63,28,54,51,14,34,24,,,142,50.7,50,52,
Challenger,,Andrey Chepelev,Solid Defender / Counter Puncher,challenger,,12,22,50,61,74,77,25,,,69,50.7,52,33,
Challenger,,Tobias Kamke,Counter Puncher / Solid Defender,challenger,,17,16,56,51,64,58,24,,,170,50.6,36,55,57
Challenger,,Jakub Paul,Counter Puncher / Solid Defender,challenger,,8,16,43,50,89,82,18,,,79,50.6,50,53,
Challenger,,Omar Jasika,Counter Puncher / Solid Defender,challenger,,12,13,48,54,70,63,20,,,105,50.5,22,54,25
Challenger,,Raul Brancaccio,Counter Puncher,challenger,,9,18,42,37,92,75,16,,,244,50.4,51,49,50
Challenger,,Franco Agamenone,Counter Puncher / Solid Defender,challenger,,8,14,34,35,87,79,13,,,187,50.3,51,46,0
Challenger,,Francesco Maestrelli,Counter Puncher / Solid Defender,challenger,,26,25,39,37,61,51,27,,,163,50.3,51,49,
Challenger,,Oriol Roca Batalla,Solid Defender / Solid Baseliner,challenger,,21,24,54,59,55,61,29,,,233,50.2,50,47,
Challenger,,Ulises Blanch,Big Server,challenger,,83,35,59,54,6,18,17,,,238,50,47,52,
Challenger,,Nick Hardt,Counter Puncher / Solid Defender,challenger,,8,16,43,36,80,70,16,,,138,50,48,54,
Challenger,,Laurent Lokoli,Counter Puncher / Solid Defender,challenger,,26,18,40,43,56,47,26,,,136,50,41,53,50
Challenger,,Daniel Rincon,Clay Specialist / Counter Puncher,challenger,,21,28,45,50,72,62,29,,,112,50,56,35,0
Challenger,,Lukas Lacko,Big Server,challenger,,85,24,56,58,4,16,12,,,110,50,15,56,50
Challenger,,Ugo Blanchet,Attacking Baseliner,challenger,,33,29,60,49,12,33,21,,,102,50,52,48,
Challenger,,Jose Hernandez,Clay Specialist / Solid Defender,challenger,,12,14,29,35,62,71,15,,,94,50,57,35,
Challenger,,James Ward,Big Server,challenger,,86,24,56,53,3,12,10,,,92,50,33,51,44
Challenger,,Facundo Juarez,Clay Specialist / Counter Puncher,challenger,,5,14,34,44,93,91,12,,,74,50,51,0,
Challenger,,Max Houkes,Clay Specialist / Counter Puncher,challenger,,12,20,38,38,91,79,17,,,60,50,51,0,
Challenger,,Jared Hiltzik,Big Server,challenger,,79,21,41,42,14,25,16,,,56,50,0,54,
Challenger,,Rogerio Dutra Silva,Counter Puncher / Solid Defender,challenger,,15,16,48,54,70,60,23,,,54,50,45,100,
Challenger,,Mariano Kestelboim,Counter Puncher,challenger,,5,10,40,50,99,84,13,,,52,50,48,67,
Challenger,,Santiago Giraldo,Solid Baseliner / Attacking Baseliner,challenger,,32,29,62,63,9,34,19,,,48,50,44,53,
Challenger,,Yuki Mochizuki,Counter Puncher / Solid Defender,challenger,,9,15,44,49,81,79,18,,,48,50,,50,
Challenger,,Lautaro Midon,Counter Puncher,challenger,,6,11,39,54,98,87,14,,,46,50,49,60,
Challenger,,Eric Vanshelboim,Counter Puncher / Solid Defender,challenger,,6,13,34,37,88,83,12,,,44,50,53,42,
Challenger,,Eliot Spizzirri,Attacking Baseliner / Solid Baseliner,challenger,,26,26,57,56,17,43,22,,,36,50,,50,
Challenger,,Sam Riffice,All-Court Player,challenger,,27,17,42,48,20,44,21,,,30,50,33,52,
Challenger,,Trey Hilderbrand,Big Server,challenger,,83,37,55,55,20,32,27,,,28,50,50,50,
Challenger,,Bastian Malla,Counter Puncher / Solid Defender,challenger,,8,16,46,55,91,86,19,,,24,50,50,,
Challenger,,Ricardo Rodriguez,Solid Baseliner / Counter Puncher,challenger,,22,18,57,67,58,58,27,,,24,50,33,52,
Challenger,,Lucas Bouquet,Solid Defender,challenger,,27,22,33,37,18,51,20,,,20,50,63,0,
Challenger,,Petr Bar Biryukov,Big Server,challenger,,86,34,49,39,5,12,11,,,20,50,,50,
Challenger,,Buvaysar Gadamauri,Counter Puncher / Solid Defender,challenger,,12,13,47,46,75,67,19,,,20,50,46,57,
Challenger,,Zdenek Kolar,Counter Puncher / Solid Defender,challenger,,11,18,43,45,74,71,20,,,343,49.9,51,48,
Challenger,,Maximilian Neuchrist,Big Server,challenger,,81,31,55,58,2,28,17,,,135,49.6,53,48,
Challenger,,Christian Harrison,All-Court Player,challenger,,22,58,53,59,65,60,39,,,127,49.6,59,48,0
Challenger,,Benoit Paire,Counter Puncher,challenger,,28,29,40,28,70,50,26,,,123,49.6,55,45,
Challenger,,Akira Santillan,All-Court Player,challenger,,68,69,63,57,61,47,53,,,204,49.5,52,48,75
Challenger,,Dayne Kelly,Solid Baseliner / Attacking Baseliner,challenger,,37,33,61,62,18,35,25,,,101,49.5,43,50,50
Challenger,,Khumoun Sultanov,All-Court Player,challenger,,26,40,60,57,63,49,36,,,99,49.5,33,57,
Challenger,,Tobias Simon,Big Server,challenger,,94,28,72,64,0,3,8,,,95,49.5,29,52,75
Challenger,,Luke Saville,Attacking Baseliner / Solid Baseliner,challenger,,31,21,59,51,14,29,18,,,178,49.4,22,52,38
Challenger,,Brayden Schnur,Big Server,challenger,,78,22,49,56,8,23,15,,,170,49.4,38,49,67
Challenger,,Shuichi Sekiguchi,All-Court Player,challenger,,21,19,43,37,13,41,17,,,79,49.4,44,50,
Challenger,,Alvaro Guillen Meza,Clay Specialist / Counter Puncher,challenger,,6,15,33,39,94,86,12,,,79,49.4,51,20,
Challenger,,Beibit Zhukayev,Big Server,challenger,,90,36,53,48,2,8,10,,,134,49.3,41,50,57
Challenger,,Saketh Myneni,Big Server,challenger,,84,24,59,64,6,19,15,,,73,49.3,17,52,50
Challenger,,Evan Furness,Counter Puncher / Solid Defender,challenger,,16,17,32,31,60,59,18,,,187,49.2,54,44,
Challenger,,Daniel Michalski,Solid Defender / Counter Puncher,challenger,,4,11,32,34,81,83,10,,,122,49.2,50,42,
Challenger,,Lukas Neumayer,Clay Specialist / Counter Puncher,challenger,,7,16,46,47,85,83,18,,,118,49.2,50,29,
Challenger,,Lucas Poullain,Solid Defender / Counter Puncher,challenger,,9,20,58,64,79,82,24,,,65,49.2,50,49,
Challenger,,Riccardo Bonadio,Solid Defender / Counter Puncher,challenger,,16,20,50,52,62,66,25,,,289,49.1,49,48,
Challenger,,Henri Laaksonen,All-Court Player,challenger,,32,29,47,42,19,39,25,,,175,49.1,49,50,0
Challenger,,Li Tu,Big Server,challenger,,71,22,56,60,12,28,20,,,112,49.1,0,52,29
Challenger,,Blaise Bicknell,Solid Defender / Attacking Baseliner,challenger,,18,15,35,30,16,45,15,,,57,49.1,50,48,
Challenger,,Matija Pecotic,Counter Puncher / Solid Baseliner,challenger,,14,18,67,68,71,67,26,,,49,49,43,54,
Challenger,,Michael Geerts,Attacking Baseliner / Solid Baseliner,challenger,,33,29,58,58,9,31,19,,,229,48.9,45,52,
Challenger,,Martin Cuevas,Clay Specialist / All-Court Player,challenger,,31,28,42,35,23,46,26,,,135,48.9,50,0,
Challenger,,Kirill Kivattsev,Solid Baseliner / Attacking Baseliner,challenger,,34,19,52,53,7,24,15,,,45,48.9,41,69,
Challenger,,Matteo Martineau,Big Server,challenger,,80,34,54,61,12,29,23,,,213,48.8,47,51,50
Challenger,,Javier Barranco Cosano,Counter Puncher / Solid Defender,challenger,,8,15,39,39,83,75,15,,,203,48.8,49,50,
Challenger,,Mateus Alves,Solid Baseliner / Attacking Baseliner,challenger,,35,31,52,62,11,38,22,,,129,48.8,51,33,
Challenger,,Jules Marie,Solid Defender,challenger,,22,21,33,48,21,59,19,,,84,48.8,60,46,
Challenger,,Gabriel Decamps,Counter Puncher,challenger,,16,23,46,40,70,56,23,,,80,48.8,43,51,
Challenger,,Joao Souza,Solid Baseliner / Attacking Baseliner,challenger,,36,34,70,77,14,41,24,,,43,48.8,50,45,
Challenger,,Guido Ivan Justo,Counter Puncher,challenger,,4,13,35,44,99,88,12,,,43,48.8,49,,
Challenger,,Dustin Brown,Clay Specialist / Big Server,challenger,,76,30,42,38,5,23,14,,,76,48.7,61,39,0
Challenger,,Jurgen Briand,All-Court Player,challenger,,29,64,67,61,62,52,43,,,39,48.7,44,50,
Challenger,,Jay Clarke,Attacking Baseliner / Solid Defender,challenger,,21,22,49,42,20,48,21,,,218,48.6,49,51,23
Challenger,,Jeremy Jahn,Counter Puncher / Solid Defender,challenger,,15,23,46,45,70,64,24,,,107,48.6,51,41,
Challenger,,Matteo Donati,Clay Specialist / Solid Defender,challenger,,17,18,45,54,22,65,18,,,72,48.6,52,27,
Challenger,,Laurynas Grigelis,Big Server,challenger,,69,22,50,50,19,35,23,,,70,48.6,35,55,
Challenger,,Daniel Gimeno Traver,Clay Specialist / Counter Puncher,challenger,,5,14,30,24,95,82,7,,,97,48.5,51,0,
Challenger,,Gregoire Jacq,Counter Puncher / Solid Defender,challenger,,13,19,43,46,65,65,22,,,33,48.5,50,47,
Challenger,,Luca Giacomini,Counter Puncher,challenger,,7,10,34,39,86,74,12,,,33,48.5,44,63,
Challenger,,Nicola Kuhn,Solid Defender / Solid Baseliner,challenger,,19,21,48,49,21,53,20,,,186,48.4,44,52,
Challenger,,Andrew Paulson,Attacking Baseliner / Solid Baseliner,challenger,,31,30,60,50,22,42,26,,,93,48.4,47,48,
Challenger,,Fernando Verdasco,All-Court Player,challenger,,29,19,49,48,21,39,22,,,64,48.4,35,55,50
Challenger,,Marcelo Arevalo,Big Server,challenger,,76,32,56,59,6,29,20,,,62,48.4,59,41,0
Challenger,,Tomas Farjat,All-Court Player,challenger,,28,24,35,31,24,45,24,,,62,48.4,48,50,
Challenger,,Johannes Haerteis,All-Court Player,challenger,,28,16,35,29,12,26,16,,,143,48.3,38,56,
Challenger,,Scott Griekspoor,Big Server,challenger,,64,25,45,35,6,19,14,,,58,48.3,46,50,
Challenger,,Baptiste Crepatte,Big Server,challenger,,59,16,42,42,4,24,13,,,58,48.3,30,52,
Challenger,,Alex Barrena,Counter Puncher / Solid Defender,challenger,,6,13,36,34,91,81,11,,,58,48.3,48,,
Challenger,,Rudolf Molleker,Big Server,challenger,,65,28,44,41,13,34,22,,,224,48.2,52,34,
Challenger,,Orlando Luz,Clay Specialist / Solid Baseliner,challenger,,27,27,51,54,17,48,23,,,197,48.2,50,23,
Challenger,,Gerard Campana Lee,Counter Puncher,challenger,,6,13,35,25,84,72,10,,,85,48.2,48,,
Challenger,,Clement Tabur,Clay Specialist / Counter Puncher,challenger,,13,20,39,39,71,70,20,,,108,48.1,54,28,
Challenger,,Michael Redlicki,Big Server,challenger,,74,22,60,58,7,25,17,,,77,48.1,33,49,
Challenger,,John Patrick Smith,Solid Baseliner,challenger,,33,22,65,77,15,40,20,,,77,48.1,25,52,29
Challenger,,Daniel Cukierman,Counter Puncher / Solid Defender,challenger,,13,17,32,28,67,61,16,,,77,48.1,55,44,0
Challenger,,N Sriram Balaji,Big Server,challenger,,83,35,57,62,4,25,18,,,54,48.1,62,41,0
Challenger,,Eduard Esteve Lobato,Counter Puncher / Solid Defender,challenger,,13,21,47,59,78,76,24,,,54,48.1,48,,
Challenger,,Ryan Harrison,Big Server,challenger,,75,31,54,50,6,21,17,,,52,48.1,44,49,
Challenger,,Lucas Miedler,Solid Baseliner / Attacking Baseliner,challenger,,30,26,49,57,11,39,20,,,186,47.8,44,50,
Challenger,,Adrian Menendez Maceiras,Solid Baseliner / Attacking Baseliner,challenger,,26,18,55,59,17,46,20,,,161,47.8,40,53,20
Challenger,,Antoine Bellier,Big Server,challenger,,94,36,55,49,1,11,10,,,134,47.8,50,43,50
Challenger,,Nam Hoang Ly,Solid Defender / Counter Puncher,challenger,,17,19,44,47,58,60,24,,,67,47.8,40,48,
Challenger,,Karl Friberg,Solid Defender / Counter Puncher,challenger,,14,16,38,44,56,65,20,,,46,47.8,46,50,
Challenger,,Petr Nouza,Big Server,challenger,,90,36,47,51,5,18,14,,,46,47.8,54,41,
Challenger,,William Blumberg,Counter Puncher / Solid Baseliner,challenger,,24,32,58,69,77,64,35,,,23,47.8,,48,
Challenger,,Elliot Benchetrit,All-Court Player,challenger,,25,22,37,40,19,45,22,,,195,47.7,48,47,
Challenger,,Fabien Reboul,Counter Puncher,challenger,,17,24,44,41,80,62,23,,,63,47.6,47,48,
Challenger,,Arthur Gea,Clay Specialist / Counter Puncher,challenger,,10,18,35,35,78,72,16,,,63,47.6,53,31,
Challenger,,Olaf Pieczkowski,Counter Puncher / Solid Defender,challenger,,14,23,45,41,79,72,22,,,21,47.6,55,40,
Challenger,,Chris Rodesch,Big Server,challenger,,75,22,43,51,14,24,17,,,21,47.6,0,53,
Challenger,,Mateo Barreiros Reyes,Counter Puncher / Solid Defender,challenger,,6,12,34,23,69,66,10,,,21,47.6,48,,
Challenger,,Gonzalo Villanueva,Counter Puncher / Solid Defender,challenger,,6,12,33,36,84,84,11,,,244,47.5,49,38,
Challenger,,Naoki Nakagawa,Big Server,challenger,,64,28,53,49,12,33,22,,,101,47.5,43,49,
Challenger,,Timo Stodder,Clay Specialist / Counter Puncher,challenger,,5,15,36,36,90,85,12,,,61,47.5,49,0,
Challenger,,Alejandro Gomez Gb42,Big Server,challenger,,81,35,56,53,9,22,19,,,59,47.5,52,44,
Challenger,,Ryan Shane,Big Server,challenger,,84,23,40,36,8,11,8,,,40,47.5,25,50,
Challenger,,Renzo Olivo,Counter Puncher / Solid Defender,challenger,,8,14,32,24,81,71,11,,,302,47.4,48,45,
Challenger,,Sebastian Fanselow,Solid Defender / Attacking Baseliner,challenger,,20,20,36,27,23,45,19,,,211,47.4,44,50,
Challenger,,Evan Song,Solid Baseliner / Solid Defender,challenger,,26,23,42,53,18,48,22,,,97,47.4,42,48,
Challenger,,Robin Haase,Big Server,challenger,,70,28,45,41,9,25,17,,,97,47.4,46,50,
Challenger,,Oleg Prihodko,Solid Baseliner / Solid Defender,challenger,,22,16,47,55,22,53,20,,,76,47.4,45,58,
Challenger,,Adolfo Daniel Vallejo,Counter Puncher,challenger,,5,15,39,38,96,83,13,,,76,47.4,49,42,
Challenger,,Hiroki Moriya,Counter Puncher / Solid Defender,challenger,,12,11,44,36,62,56,17,,,279,47.3,0,47,67
Challenger,,Miljan Zekic,Solid Defender,challenger,,24,22,34,42,19,54,20,,,150,47.3,48,36,
Challenger,,Jose Pereira,Counter Puncher / Solid Defender,challenger,,10,20,60,65,88,82,25,,,93,47.3,47,50,
Challenger,,Joao Lucas Reis Da Silva,Solid Defender / Counter Puncher,challenger,,10,16,34,40,71,73,16,,,144,47.2,49,38,
Challenger,,Nicolas Barrientos,Clay Specialist / Counter Puncher,challenger,,9,15,34,28,68,67,14,,,72,47.2,56,27,
Challenger,,Jurgen Zopp,Big Server,challenger,,64,19,46,45,9,28,17,,,53,47.2,41,54,33
Challenger,,Agustin Velotti,All-Court Player,challenger,,21,18,40,40,7,40,15,,,53,47.2,49,44,
Challenger,,Alastair Gray,Big Server,challenger,,89,34,47,52,4,18,14,,,36,47.2,,52,17
Challenger,,Sasi Kumar Mukund,Big Server / Attacking Baseliner,challenger,,63,28,53,49,13,34,23,,,257,47.1,44,48,
Challenger,,Michael Vrbensky,Solid Defender,challenger,,19,19,34,28,21,51,17,,,155,47.1,50,37,
Challenger,,Christian Langmo,Big Server,challenger,,85,33,51,48,4,15,13,,,121,47.1,40,49,
Challenger,,Federico Arnaboldi,Clay Specialist / Solid Defender,challenger,,13,13,26,18,52,57,12,,,85,47.1,53,24,
Challenger,,Mathys Erhard,Counter Puncher / Solid Defender,challenger,,11,16,31,36,74,73,15,,,68,47.1,50,33,
Challenger,,Thiemo De Bakker,Big Server,challenger,,75,31,46,62,7,35,21,,,51,47.1,52,39,
Challenger,,Takanyi Garanganga,Big Server,challenger,,78,30,38,36,6,19,12,,,34,47.1,,47,
Challenger,,Mohamed Safwat,All-Court Player,challenger,,24,22,44,44,13,43,19,,,215,47,47,47,
Challenger,,Yannick Maden,Counter Puncher / Solid Defender,challenger,,12,14,51,53,78,70,21,,,134,47,37,50,33
Challenger,,Mats Rosenkranz,Big Server,challenger,,92,37,55,55,2,11,12,,,134,47,41,49,25
Challenger,,Blake Ellis,Big Server,challenger,,67,27,45,41,9,29,18,,,100,47,50,47,50
Challenger,,Henrique Rocha,Counter Puncher / Solid Defender,challenger,,11,17,37,24,68,60,15,,,83,47,48,47,0
Challenger,,Andrea Arnaboldi,Solid Baseliner / Attacking Baseliner,challenger,,20,20,51,53,11,46,17,,,258,46.9,46,48,
Challenger,,Arthur De Greef,Counter Puncher / Solid Defender,challenger,,15,21,38,40,68,65,21,,,98,46.9,49,41,
Challenger,,Pavel Nejedly,Clay Specialist / Counter Puncher,challenger,,3,11,25,17,97,85,3,,,49,46.9,50,20,
Challenger,,Ryuki Matsuda,Solid Defender / Solid Baseliner,challenger,,13,11,47,51,22,57,15,,,32,46.9,0,48,
Challenger,,Evgeny Karlovskiy,All-Court Player,challenger,,32,27,39,41,17,33,24,,,263,46.8,42,49,0
Challenger,,Pedro Sakamoto,Solid Defender / Counter Puncher,challenger,,14,17,44,49,62,67,22,,,186,46.8,46,53,
Challenger,,Denis Istomin,Solid Baseliner,challenger,,35,20,46,58,8,30,16,,,126,46.8,35,52,0
Challenger,,Pedro Boscardin Dias,Counter Puncher / Solid Defender,challenger,,10,15,26,18,73,64,10,,,124,46.8,47,38,
Challenger,,Ruben Bemelmans,Big Server / Solid Baseliner,challenger,,76,23,63,66,8,25,18,,,111,46.8,21,51,58
Challenger,,Colin Sinclair,Big Server,challenger,,84,32,44,58,4,28,17,,,94,46.8,56,46,
Challenger,,Blake Mott,All-Court Player,challenger,,25,16,43,38,16,35,18,,,47,46.8,33,50,0
Challenger,,Leonardo Aboian,Solid Defender / Counter Puncher,challenger,,15,21,41,48,60,63,23,,,47,46.8,47,,
Challenger,,Nicolas Zanellato,Solid Defender / Counter Puncher,challenger,,6,11,31,33,71,75,11,,,47,46.8,47,,
Challenger,,Steven Diez,Counter Puncher / Solid Defender,challenger,,8,15,42,42,75,75,17,,,255,46.7,48,45,
Challenger,,Roberto Quiroz,Attacking Baseliner / Solid Baseliner,challenger,,32,27,54,54,6,31,17,,,210,46.7,46,47,
Challenger,,Thomaz Bellucci,Counter Puncher / Solid Defender,challenger,,15,22,48,43,69,61,24,,,137,46.7,47,46,
Challenger,,Valerio Aboian,Clay Specialist / Counter Puncher,challenger,,8,15,29,38,90,86,12,,,75,46.7,48,0,
Challenger,,Felipe Mantilla,Solid Baseliner / Attacking Baseliner,challenger,,22,16,55,58,17,44,18,,,30,46.7,40,53,
Challenger,,Elmar Ejupovic,Big Server,challenger,,86,35,55,58,4,21,16,,,161,46.6,48,42,
Challenger,,Juan Pablo Paz,Counter Puncher / Solid Defender,challenger,,18,20,45,42,61,59,24,,,73,46.6,47,44,
Challenger,,Filip Cristian Jianu,Solid Defender / Counter Puncher,challenger,,12,15,41,45,68,73,19,,,192,46.4,48,41,
Challenger,,Danilo Petrovic,Big Server,challenger,,86,34,53,49,7,16,15,,,112,46.4,43,48,
Challenger,,Cannon Kingsley,Big Server,challenger,,83,36,64,72,8,30,23,,,69,46.4,50,46,
Challenger,,Max Wiskandt,All-Court Player,challenger,,23,15,45,43,22,39,20,,,28,46.4,0,48,
Challenger,,Lorenzo Joaquin Rodriguez,Counter Puncher / Solid Defender,challenger,,10,18,41,41,81,76,18,,,28,46.4,48,0,
Challenger,,Duck Hee Lee,Counter Puncher,challenger,,9,10,32,19,74,57,9,,,121,46.3,18,49,
Challenger,,Alex Marti Pujolras,Counter Puncher,challenger,,6,13,31,21,98,77,7,,,54,46.3,46,,
Challenger,,Yanki Erel,Solid Baseliner / Attacking Baseliner,challenger,,21,15,50,51,20,47,19,,,54,46.3,35,51,
Challenger,,Viktor Durasovic,Attacking Baseliner / Solid Baseliner,challenger,,33,30,60,55,9,30,19,,,234,46.2,45,47,
Challenger,,Ergi Kirkin,Solid Defender / Counter Puncher,challenger,,13,15,28,28,66,68,14,,,158,46.2,52,35,
Challenger,,Filippo Baldi,Solid Defender,challenger,,13,13,38,37,19,55,14,,,145,46.2,46,47,0
Challenger,,Enrico Dalla Valle,Solid Defender / Counter Puncher,challenger,,21,21,41,50,60,62,26,,,130,46.2,47,44,
Challenger,,Masamichi Imamura,Solid Defender / Counter Puncher,challenger,,13,21,55,63,66,72,26,,,26,46.2,,46,
Challenger,,Dali Blanch,Counter Puncher / Solid Defender,challenger,,23,21,31,34,56,55,23,,,26,46.2,53,36,
Challenger,,Max Alcala Gurri,Counter Puncher,challenger,,4,11,26,17,99,86,3,,,26,46.2,48,0,
Challenger,,Marko Topo,All-Court Player,challenger,,27,22,38,35,11,34,19,,,76,46.1,48,44,
Challenger,,Lorenzo Giustino,Counter Puncher,challenger,,13,18,33,24,68,57,15,,,326,46,46,47,
Challenger,,Viktor Troicki,Big Server / Solid Baseliner,challenger,,69,30,42,61,20,48,28,,,50,46,47,36,67
Challenger,,Carlos Lopez Montagud,Clay Specialist / Solid Defender,challenger,,11,15,44,44,62,75,19,,,50,46,47,0,
Challenger,,Alexey Vatutin,Counter Puncher,challenger,,6,14,39,35,89,78,13,,,283,45.9,45,47,
Challenger,,Hernan Casanova,Counter Puncher / Solid Defender,challenger,,5,10,33,36,89,88,10,,,172,45.9,46,43,
Challenger,,Julian Lenz,Big Server,challenger,,66,28,43,38,15,32,21,,,157,45.9,44,47,
Challenger,,Gleb Sakharov,All-Court Player,challenger,,27,15,33,37,13,33,17,,,61,45.9,20,59,
Challenger,,Nino Serdarusic,Big Server,challenger,,67,28,50,56,10,37,23,,,301,45.8,48,42,
Challenger,,Daniel Dutra Da Silva,Counter Puncher,challenger,,12,19,40,34,79,65,18,,,177,45.8,46,50,
Challenger,,Guillermo Garcia Lopez,Solid Defender,challenger,,18,17,35,30,18,48,16,,,48,45.8,48,43,0
Challenger,,Rayane Roumane,Big Server,challenger,,76,27,34,26,8,17,10,,,24,45.8,,46,
Challenger,,Ye Cong Mo,Attacking Baseliner / Solid Defender,challenger,,23,22,48,34,20,43,21,,,24,45.8,,46,
Challenger,,Alexander Donski,Big Server,challenger,,75,33,50,46,11,29,21,,,24,45.8,50,40,
Challenger,,Linang Xiao,Solid Defender,challenger,,10,11,34,26,18,51,11,,,24,45.8,,46,
Challenger,,Charles Broom,Big Server,challenger,,70,22,52,53,18,32,23,,,94,45.7,0,42,61
Challenger,,Konstantin Kravchuk,Big Server,challenger,,81,22,56,63,6,24,16,,,46,45.7,25,48,
Challenger,,Peter Polansky,Big Server,challenger,,63,19,52,43,6,21,14,,,147,45.6,27,50,50
Challenger,,David Jorda Sanchis,Solid Baseliner / Attacking Baseliner,challenger,,34,29,50,53,8,31,19,,,79,45.6,45,47,
Challenger,,Rio Noguchi,Counter Puncher / Solid Defender,challenger,,7,10,42,45,72,72,15,,,143,45.5,26,50,40
Challenger,,Nicolas Alvarez Varona,All-Court Player,challenger,,29,27,51,50,20,45,25,,,134,45.5,46,45,
Challenger,,Edoardo Lavagno,Clay Specialist / Counter Puncher,challenger,,5,12,28,27,93,87,7,,,99,45.5,47,0,
Challenger,,Oliver Crawford,All-Court Player,challenger,,22,22,49,48,16,48,20,,,77,45.5,49,41,
Challenger,,Ignacio Monzon,Clay Specialist / Counter Puncher,challenger,,4,10,23,18,98,89,2,,,55,45.5,46,0,
Challenger,,Markus Eriksson,Solid Defender,challenger,,16,15,28,34,20,53,15,,,44,45.5,43,50,
Challenger,,Chien Hsun Lo,All-Court Player,challenger,,22,12,33,26,5,20,11,,,22,45.5,0,48,
Challenger,,Stefan Palosi,Solid Defender,challenger,,15,14,24,29,25,65,12,,,22,45.5,48,0,
Challenger,,Maxime Janvier,Big Server,challenger,,71,30,49,42,8,23,17,,,357,45.4,43,47,
Challenger,,Nicholas David Ionel,Counter Puncher / Solid Defender,challenger,,6,10,31,27,82,79,9,,,108,45.4,46,42,
Challenger,,Sekou Bangoura,Solid Baseliner / Attacking Baseliner,challenger,,32,21,61,66,11,35,18,,,75,45.3,30,48,
Challenger,,Teymuraz Gabashvili,All-Court Player,challenger,,26,17,41,31,21,37,20,,,157,45.2,26,54,
Challenger,,Igor Sijsling,Solid Defender / Counter Puncher,challenger,,19,26,45,60,64,70,28,,,62,45.2,52,38,50
Challenger,,Matej Sabanov,Counter Puncher,challenger,,8,16,31,21,85,69,10,,,31,45.2,44,45,
Challenger,,Donald Young,Solid Defender / Attacking Baseliner,challenger,,17,12,38,26,23,45,15,,,122,45.1,36,47,0
Challenger,,Adam Pavlasek,Solid Defender / Solid Baseliner,challenger,,23,23,44,49,21,54,22,,,71,45.1,47,39,
Challenger,,Felix Corwin,Counter Puncher,challenger,,25,28,43,31,59,45,27,,,51,45.1,45,45,
Challenger,,Andrea Basso,Big Server / Attacking Baseliner,challenger,,60,28,54,49,12,30,22,,,51,45.1,43,50,
Challenger,,Andrea Picchione,Counter Puncher / Solid Defender,challenger,,14,23,52,52,76,72,25,,,51,45.1,50,31,
Challenger,,Aldin Setkic,Big Server,challenger,,72,19,43,41,5,18,11,,,160,45,34,51,
Challenger,,Jonathan Mridha,Attacking Baseliner / Solid Baseliner,challenger,,25,26,57,55,22,49,24,,,40,45,45,45,
Challenger,,Daniel Nguyen,Counter Puncher,challenger,,10,11,32,18,85,60,8,,,40,45,0,46,
Challenger,,Vlad Andrei Dancu,Solid Defender / Counter Puncher,challenger,,15,22,51,50,61,62,25,,,20,45,45,,
Challenger,,Takuya Kumasaka,Solid Defender / Counter Puncher,challenger,,5,12,35,34,75,76,12,,,20,45,,45,
Challenger,,Strong Kirchheimer,Attacking Baseliner / Solid Baseliner,challenger,,30,18,53,52,8,31,16,,,165,44.8,33,47,
Challenger,,Geoffrey Blancaneaux,Counter Puncher / Solid Defender,challenger,,11,17,38,34,71,62,17,,,284,44.7,43,47,33
Challenger,,Olukayode Alafia Damina Ayeni,All-Court Player,challenger,,31,23,27,23,11,22,17,,,132,44.7,38,46,0
Challenger,,Govind Nanda,Solid Defender / Counter Puncher,challenger,,8,15,37,41,77,79,15,,,76,44.7,50,44,
Challenger,,Corentin Denolly,Counter Puncher / Solid Defender,challenger,,20,18,32,25,52,48,19,,,92,44.6,45,43,
Challenger,,Fajing Sun,Solid Baseliner / Attacking Baseliner,challenger,,19,15,56,58,20,52,18,,,74,44.6,20,46,
Challenger,,Luca Potenza,Solid Defender / Counter Puncher,challenger,,8,9,33,24,54,62,11,,,65,44.6,44,46,
Challenger,,Neil Oberleitner,All-Court Player,challenger,,29,28,49,47,58,47,32,,,65,44.6,44,47,
Challenger,,Jacopo Berrettini,Solid Defender,challenger,,11,12,23,22,23,60,9,,,99,44.4,47,29,
Challenger,,Robin Bertrand,Solid Defender,challenger,,15,10,31,25,19,42,13,,,54,44.4,0,47,
